#,Malların (işlərin və xidmətlərin) adı,详细描述,,description_en,Ətraflı təsviri,Malgöndərən/podratçının qeydləri,part_number,name_en,Ad chn,Category,Category Zh,Factory Adress,Factory Adress Zh,Manufacturing Country(En),Manufacturing Country(Zh),Condition,Quality,Car Brand(en),Car Brand(Zh),Car marka(en),Car marka(zh),Part Year
6969,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,专为优化动力转向系统性能和延长使用寿命而设计的动力转向液。,,Power Steering Fluid designed for optimal power steering system performance and longevity.,"Sükan hidrogücləndiricisinin (rulevoyun) yağı, dəyişdirilməsi ilə birlikdə","ATF 3  Bendix,Türkiyə.",ATF 3,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
6970,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,动力转向系统旨在增强转向控制和驾驶舒适性。,,Power Steering designed for enhanced steering control and driver comfort.,"Sükan hidrogücləndiricisinin (rulevoyun) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3AB423050M.Çin, Original",3AB423050M,Power steering rack,转向助力齿条,Steering / Power Steering,转向/动力转向,,,China,,New,Original,,,,,
6971,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,专为实现最佳液压制动系统性能和安全性而设计的制动液。,,Brake Fluid designed for optimal hydraulic brake system performance and safety.,"Əyləc mayesi, dəyişdirilməsi ilə birlikdə",DOT 4 Bendix Türkiyə,DOT 4,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
6972,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,后刹车支撑设计旨在提供可靠的制动性能和安全性。,,Rear Brake Support designed for reliable braking performance and safety.,"Arxa əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","1K0615123E .Çin, Original",1K0615123E,Rear brake caliper,后刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
6973,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前刹车支撑设计旨在提供可靠的制动性能和安全性。,,Front Brake Support designed for reliable braking performance and safety.,"Ön əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3AA611701A .Çin, Original",3AA611701A,Front brake caliper,前刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
6974,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,制动软管经过精心设计，可实现最佳制动液传输和系统完整性。,,Brake Hose engineered for optimal brake fluid transfer and system integrity.,"Əyləc şlanqlarının dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə"," 2323GVF  .Çin, Original", 2323GVF ,Brake hose,刹车软管,Braking System,制动系统,,,China,,New,Original,,,,,
6975,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,连杆（稳定杆）旨在提高车辆的稳定性和操控性。,,Link (Stabilizer Bar) designed for improved vehicle stability and handling.,"Linqin (stabilizatorun sırğası) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","1K0411315R .Çin, Original",1K0411315R ,Stabilizer link,稳定杆连接杆,Suspension,暂停,,,China,,New,Original,,,,,
6976,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,轮毂轴承的设计旨在实现车轮平稳旋转并减少摩擦。,,Hub Bearing engineered for smooth wheel rotation and reduced friction.,"Stupitsa diyircəkli yastığının (podşibnikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə"," 3C0407366B  .Çin, Original", 3C0407366B ,Wheel hub bearing,轮毂轴承,Suspension / Wheel Assembly,悬架/车轮组件,,,China,,New,Original,,,,,
6977,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,下部皮带轮的设计旨在提高附件驱动效率和发动机性能。,,Lower Pulley designed for efficient accessory drive and engine performance.,"Alt şaravoyun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","3C0407365A .Çin, Original",3C0407365A,Lower ball joint,下球头,Suspension,暂停,,,China,,New,Original,,,,,
6978,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,左下摆臂的设计旨在实现精确的悬架控制和车辆操控。,,Lower Left Arm designed for precise suspension control and vehicle handling.,"Alt sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","3C0407151A .Çin, Original",3C0407151A,Lower left control arm,左下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
6979,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,右下摆臂的设计旨在实现精确的悬架控制和车辆操控。,,Lower Right Arm designed for precise suspension control and vehicle handling.,"Alt sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","1K0511327AP .Çin, Original",1K0511327AP,Lower right control arm,右下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
6980,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前后稳定杆橡胶件，旨在提高悬架性能和操控性。,,Front and Rear Stabilizer Rubbers designed for improved suspension performance and handling.,"Ön və arxa stabilizatorun rezinlərinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","JZW615601F .Çin, Original",JZW615601F,Front and rear stabilizer bushings,前后稳定杆胶套,Suspension,暂停,,,China,,New,Original,,,,,
6981,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,后轮支撑盘（Aporn）设计用于提供可靠的制动性能和安全性。,,Rear Support Disc (Aporn) designed for reliable braking performance and safety.,"Arxa dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","1K0615301AA  .Çin, Original",1K0615301AA ,Rear brake disc,后刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
6982,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前轮支撑盘（Aporn）设计用于提供可靠的制动性能和安全性。,,Front Support Disc (Aporn) designed for reliable braking performance and safety.,"Ön dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə"," 3C0927903P .Çin, Original", 3C0927903P,Front brake disc,前刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
6983,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,ABS传感器，设计用于精确检测车轮速度和实现防抱死制动系统功能。,,ABS Sensor designed for accurate wheel speed detection and anti-lock braking system functionality.,"ABS sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","03C907660M .Çin, Original",03C907660M,ABS sensor,ABS传感器,Braking System / Sensors,制动系统/传感器,,,China,,New,Original,,,,,
6984,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,专为精确监测机油压力和保护发动机而设计的机油传感器。,,Oil Sensor designed for accurate oil pressure monitoring and engine protection.,"Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","06J906262AA  .Çin, Original",06J906262AA ,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
6985,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,催化器传感器，专为精确监测和控制尾气排放而设计。,,Catalyst Sensor designed for precise exhaust emissions monitoring and control.,"Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","SS10773-12B1 .Çin, Original",SS10773-12B1,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
6986,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,曲轴传感器，用于精确检测曲轴位置和发动机正时。,,Crankshaft Sensor designed for accurate crankshaft position detection and engine timing.,"Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","03L957147A  .Çin, Original",03L957147A ,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
6987,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,凸轮轴传感器，用于精确检测凸轮轴位置和发动机正时。,,Camshaft Sensor designed for accurate camshaft position detection and engine timing.,"Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","03L957147A  .Çin, Original",03L957147A ,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
6988,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,用于全面分析和故障排除的诊断工具。,,Diagnostics for comprehensive vehicle system analysis and troubleshooting.,Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
6989,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,车轮定位调整（外倾角）以实现最佳车辆操控性和轮胎磨损。,,Wheel Alignment Adjustment (Camber) for optimal vehicle handling and tire wear.,Təkər çəpliyinin tənzimlənməsi (razval),XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
6990,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前减震器设计旨在提供卓越的乘坐舒适性和车辆稳定性。,,Front Shock Absorber designed for superior ride comfort and vehicle stability.,"Ön amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə"," 23110002R .Çin, Original", 23110002R,Front shock absorber mount,前减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
6991,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,后减震器，旨在实现最佳悬架性能和乘坐舒适性。,,"Rear Shock Absorber, designed for optimal suspension performance and ride comfort.","Arxa amortizatorun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","JZW413031A .Çin, Original",JZW413031A,Rear shock absorber,后减震器,Suspension,暂停,,,China,,New,Original,,,,,
6992,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前减震器，专为提供卓越的操控性和车辆稳定性而设计。,,"Front Shock Absorber, engineered for superior handling and vehicle stability.","Ön amortizatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","02E305051C.Çin, Original",02E305051C,Front shock absorber,前减震器,Suspension,暂停,,,China,,New,Original,,,,,
6993,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,空调制冷剂，一种经过精确计量的制冷剂填充物，可实现最佳制冷效率。,,"Air Conditioner Refrigerant, a precisely measured refrigerant fill for optimal cooling efficiency.",Soyuducunun (kondisionerin) qazının (freonun) qramla doldurulması,R134A  Xidmət.,R134A Xidmət,Air conditioning refrigerant (Freon),制冷剂,Air Conditioning,空调,,,China,,New,Original,,,,,
6994,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,空调压缩机，OEM品质的替换件，确保空调可靠运行。,,"Air Conditioner Compressor, an OEM-quality replacement for reliable air conditioning operation.","Soyuducunun (kondisionerin) kompressorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","1K0819644B .Çin, Original",1K0819644B,Air conditioning compressor,空调压缩机,Air Conditioning,空调,,,China,,New,Original,,,,,
6995,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,空调空气过滤器，高效过滤器，确保清洁的气流和最佳的系统性能。,,"Air Conditioner Air Filter, a high-efficiency filter to ensure clean airflow and optimal system performance.","Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","JZW698451G  .Çin, Original",JZW698451G ,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
6996,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,后刹车片套装，提供稳定的制动性能和更高的安全性。,,"Rear Brake Pad Set, providing consistent braking performance and enhanced safety.","Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə"," JZW698151B  .Çin, Original", JZW698151B ,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
6997,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,前刹车片套装，旨在提供卓越的制动力并减少刹车衰减。,,"Front Brake Pad Set, designed for superior stopping power and reduced brake fade.","Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","1K0199262M  .Çin, Original",1K0199262M ,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
6998,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,发动机支架，一种精密配合的部件，用于隔离振动和提高发动机稳定性。,,"Engine Mount, a precision-fit component for vibration isolation and engine stability.","Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","06H121605E .Çin, Original",06H121605E,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
6999,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,发动机皮带，一款经久耐用的皮带，专为实现最佳发动机性能和延长使用寿命而设计。,,"Engine Belt, a durable belt engineered for optimal engine performance and longevity.","Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə"," 07K905715F .Çin, Original", 07K905715F,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
7000,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,替换灯泡，高品质灯泡，可提高可见度和安全性。,,"Replacement Bulb, a high-quality bulb for enhanced visibility and safety.","Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","06H905611 .Çin, Original",06H905611,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
7001,Volkswagen -  Passat - Buraxılış ili - 2012 - WVWZZZ3CZCP053380,火花塞提供可靠的点火和最佳的发动机燃烧。,,"Spark Plug, providing reliable ignition and optimal engine combustion.","Alışdırma şamının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə"," 1K0129620G  .Çin, Original", 1K0129620G ,Spark plug,火花塞,Engine,引擎,,,China,,New,Original,,,,,
7002,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,ABS传感器，确保准确检测车轮速度并实现防抱死制动功能。,,"ABS Sensor, ensuring accurate wheel speed detection and anti-lock braking function.","ABS sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","23606005.Çin, Original",23606005,ABS sensor,ABS传感器,Braking System / Sensors,制动系统/传感器,,,China,,New,Original,,,,,
7003,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,机油传感器，设计用于精确监测机油压力和保护发动机。,,"Oil Sensor, designed for accurate oil pressure monitoring and engine protection.","Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","04L919081B.Çin, Original",04L919081B,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
7004,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,催化剂传感器，专为精确控制排放和提高催化转化器效率而设计。,,"Catalyst Sensor, engineered for precise emissions control and catalytic converter efficiency.","Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","03N906081D.Çin, Original",03N906081D,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
7005,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,曲轴位置传感器是保证发动机精确正时和性能的关键部件。,,"Crankshaft Sensor, a critical component for accurate engine timing and performance.","Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","04L906433B.Çin, Original",04L906433B,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
7006,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,凸轮轴传感器，提供精确的发动机正时信息，以实现最佳性能。,,"Camshaft Sensor, providing precise engine timing information for optimal performance.","Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","05E907601D.Çin, Original",05E907601D,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
7007,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,诊断服务，是对车辆系统进行全面评估以排除故障。,,"Diagnostic Service, a comprehensive assessment of vehicle systems for troubleshooting.",Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
7008,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,车轮定位调整，优化车轮定位，以增强操控性和减少轮胎磨损。,,"Wheel Alignment Adjustment, optimizing wheel alignment for enhanced handling and tire wear.",Təkər çəpliyinin tənzimlənməsi (razval),XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
7009,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,前减震器，专为提供卓越的操控性和车辆稳定性而设计。,,"Front Shock Absorber, engineered for superior handling and vehicle stability.","Ön amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","7E0412331A.Çin, Original",7E0412331A,Front shock absorber mount,前减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
7010,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,后减震器，旨在实现最佳悬架性能和乘坐舒适性。,,"Rear Shock Absorber, designed for optimal suspension performance and ride comfort.","Arxa amortizatorun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7LA513045.Çin, Original",7LA513045,Rear shock absorber,后减震器,Suspension,暂停,,,China,,New,Original,,,,,
7011,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,前减震器，专为提供卓越的操控性和车辆稳定性而设计。,,"Front Shock Absorber, engineered for superior handling and vehicle stability.","Ön amortizatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7LA413031H.Çin, Original",7LA413031H,Front shock absorber,前减震器,Suspension,暂停,,,China,,New,Original,,,,,
7012,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,空调制冷剂，一种经过精确计量的制冷剂填充物，可实现最佳制冷效率。,,"Air Conditioner Refrigerant, a precisely measured refrigerant fill for optimal cooling efficiency.",Soyuducunun (kondisionerin) qazının (freonun) qramla doldurulması,R134A  Xidmət.,R134A Xidmət,Air conditioning refrigerant (Freon),制冷剂,Air Conditioning,空调,,,China,,New,Original,,,,,
7013,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,空调压缩机，OEM品质的替换件，确保空调可靠运行。,,"Air Conditioner Compressor, an OEM-quality replacement for reliable air conditioning operation.","Soyuducunun (kondisionerin) kompressorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3Q0816803B.Çin, Original",3Q0816803B,Air conditioning compressor,空调压缩机,Air Conditioning,空调,,,China,,New,Original,,,,,
7014,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,空调空气过滤器，高效过滤器，确保清洁的气流和最佳的系统性能。,,"Air Conditioner Air Filter, a high-efficiency filter to ensure clean airflow and optimal system performance.","Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7E0819631.Çin, Original",7E0819631,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
7015,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,后刹车片套装，提供稳定的制动性能和更高的安全性。,,"Rear Brake Pad Set, providing consistent braking performance and enhanced safety.","Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7LA698151.Çin, Original",7LA698151,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
7016,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,前刹车片套装，旨在提供卓越的制动力并减少刹车衰减。,,"Front Brake Pad Set, designed for superior stopping power and reduced brake fade.","Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7LA698151A.Çin, Original",7LA698151A,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
7017,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,发动机支架，一种精密配合的部件，用于隔离振动和提高发动机稳定性。,,"Engine Mount, a precision-fit component for vibration isolation and engine stability.","Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","7E0199256J.Çin, Original",7E0199256J,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
7018,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,发动机皮带，一款经久耐用的皮带，专为实现最佳发动机性能和延长使用寿命而设计。,,"Engine Belt, a durable belt engineered for optimal engine performance and longevity.","Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","04L109119F.Çin, Original",04L109119F,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
7019,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,替换灯泡，高品质灯泡，可提高可见度和安全性。,,"Replacement Bulb, a high-quality bulb for enhanced visibility and safety.","Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","04L130277BE.Çin, Original",04L130277BE,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
7020,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,火花塞提供可靠的点火和最佳的发动机燃烧。,,"Spark Plug, providing reliable ignition and optimal engine combustion.","Alışdırma şamının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","S0007 .Çin, Original",S0007,Spark plug,火花塞,Engine,引擎,,,China,,New,Original,,,,,
7021,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,空气滤清器，一种高效部件，可实现最佳发动机性能和空气过滤。,,"Air Filter, a high-efficiency component for optimal engine performance and air filtration.","Hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","450906467.Çin, Original",450906467,Air filter,空气滤清器,Engine,引擎,,,China,,New,Original,,,,,
7022,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,燃油滤清器，一种精密设计的部件，可有效过滤燃油并保护发动机。,,"Fuel Filter, a precision-engineered part for effective fuel filtration and engine protection.","Yanacaq süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","0450906467 .Çin, Original",0450906467 ,Fuel filter,燃油滤清器,Fuel System,燃油系统,,,China,,New,Original,,,,,
7023,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,变速箱油，一种专为平稳换挡和延长变速箱寿命而设计的高级润滑油。,,"Gearbox Oil, a premium lubricant designed for smooth gear shifting and transmission longevity.","Sürətlər qutusunun yağı, dəyişilməsi ilə birlikdə","ATF DSG  Bendix, Türkiyə.",ATF DSG,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
7024,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,冷却液（防冻液），一种抑制腐蚀的液体，用于优化发动机温度调节。,,"Coolant (Antifreeze), a corrosion-inhibiting fluid for optimal engine temperature regulation.","Soyutma mayesi (antifriz), dəyişdirilməsi ilə birlikdə","Antifreeze -56 3L Bendix, Türkiyə.",Antifreeze -56 3L,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
7025,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,发动机机油滤清器，OEM品质的替代品，可提供卓越的发动机保护和机油过滤效果。,,"Engine Oil Filter, an OEM-quality replacement for superior engine protection and oil filtration.",Mühərrik yağ filtri,"F026407023.Çin, Original",F026407023,Oil filter,机油滤清器,Engine,引擎,,,China,,New,Original,,,,,
7026,Volkswagen -  Transporter - Buraxılış ili - 2017 - WV1ZZZ7HZJH036097,发动机油，一种高性能润滑剂，可减少摩擦并延长发动机寿命。,,"Engine Oil, a high-performance lubricant for reduced friction and extended engine life.","Mühərrik yağı, dəyişilməsi ilə birlikdə",5x30 Bendix Türkiyə.,5x30,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
7027,Volkswagen -  Polo - Buraxılış ili - 2014 - XW8ZZZ61ZEG002139,右前内挡泥板，是用于保护轮舱和提高空气动力学效率的耐用部件。,,"Front Right Inner Fender, a durable component for wheel well protection and aerodynamic efficiency.","Ön sağ iç qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6Q0498099G .Çin, Original",6Q0498099G,Front right CV joint,右前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
7028,Volkswagen -  Polo - Buraxılış ili - 2014 - XW8ZZZ61ZEG002139,右前外壳，坚固的车身面板，设计用于实现无缝贴合并提升车辆美观度。,,"Front Right Outer Shell, a robust body panel designed for a seamless fit and enhanced vehicle aesthetics.","Ön sağ çöl qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6Q0498099G .Çin, Original",6Q0498099G,Front right CV joint,右前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
7029,Volkswagen -  Polo - Buraxılış ili - 2014 - XW8ZZZ61ZEG002139,左前外壳，精密贴合的车身面板，具有卓越的耐用性和与原厂相匹配的表面处理。,,"Front Left Outer Shell, a precision-fit body panel offering superior durability and a factory-matched finish.","Ön sol çöl qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6QD498103 .Çin, Original",6QD498103,Front left CV joint,左前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
7030,Volkswagen -  Polo - Buraxılış ili - 2014 - XW8ZZZ61ZEG002139,左前内挡泥板，一种用于保护轮拱和优化气流管理的耐用部件。,,"Front Left Inner Fender, a resilient component for wheel well protection and optimal airflow management.","Ön sol iç qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6RU845011FNVB .Çin, Original",6RU845011FNVB,Front left CV joint,左前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
7031,Volkswagen -  Polo - Buraxılış ili - 2014 - XW8ZZZ61ZEG002139,挡风玻璃（底涂玻璃），一种用于安装挡风玻璃的密封剂，可提供防风雨密封并防止泄漏。,,"Windshield (Underglaze), a sealant for windshield installation, providing a weather-tight seal and preventing leaks.",Ön alın şüşəsinin (podpresin) yenisi ilə əvəz olunması,"6RU845011FNVB.Çin, Original",6RU845011FNVB,Front windshield,前挡风玻璃,Body / Glass,主体/玻璃,,,China,,New,Original,,,,,
