id;description_zh;description_en;part_number;name_en;name_zh;category_en;category_zh;manufacturing_country_en;manufacturing_country_zh;condition_zh;condition_en;quality;car_brand_en;car_brand_zh;car_model_en;car_model_zh;part_year;factory_part_zh;factory_part_en;factory_name_zh;factory_name_en;factory_phone_number;factory_site_url
6957;起动机，专为可靠的发动机启动性能而设计。;Starter, designed for reliable engine starting performance.;3AA919051L;Starter motor;起动机;Engine / Starter;发动机/启动机;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;起动机;starter;宁波华泰汽车电器总厂;Ningbo Huatai Automotive Electric Works;0574-63288017;www.nbhuatai.com
6958;燃油泵，旨在高效地向发动机输送燃油。;Fuel Pump, designed for efficient fuel delivery to the engine.;06H121026CP;Fuel pump;燃油泵;Fuel System;燃油系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
6959;水泵，专为高效发动机冷却系统运行而设计。;Water Pump, designed for efficient engine cooling system operation.;06H121026CP;Water pump;水泵;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;水泵;water pump;临清市锡柴水泵有限公司;LINQINGSHI XICHAISHUIBENG CO.LTD.;0635-2613435;http://sdxcsb.cn/
6960;燃油喷射器清洁剂，旨在恢复燃油喷射器的性能和效率。;Fuel Injector Cleaner, designed to restore fuel injector performance and efficiency.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6961;加热炉管道设计用于高效散热和温度调节。;Heating Furnace Pipe designed for efficient heat distribution and temperature regulation.;3C0122101GF;Heater hose;暖风水管;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
6962;下部散热器管道经过精心设计，可实现最佳冷却液流量和发动机冷却性能。;Lower Radiator Pipe engineered for optimal coolant flow and engine cooling performance.;3C0122051CN;Lower radiator hose;散热器下水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
6963;上部水散热器管道的设计旨在实现高效的冷却液循环和热管理。;Upper Water Radiator Pipe manufactured for efficient coolant circulation and thermal management.; 06B905379D;Upper radiator hose;散热器上水管;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
6964;水温传感器，专为精确监测和控制发动机温度而设计。;Water Temperature Sensor designed for accurate engine temperature monitoring and control.;06J121113C;Coolant temperature sensor;冷却液温度传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6965;精密恒温器，专为精确调节发动机温度和实现最佳性能而设计。;Precision Thermostat engineered for precise engine temperature regulation and optimal performance.;3C0819031A;Thermostat;恒温器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;节温器;thermostat;慈溪市方佳汽配有限公司;Cixi Fangjia Auto Parts Co.,Ltd;0574-63406888;www.dfsyb.com
6966;专为高效舱内供暖和气候控制而设计的取暖炉散热器。;Heating Stove Radiator designed for efficient cabin heating and climate control.;03L117021C-21;Heater core;暖风散热器;Cooling / Heating System;制冷/制热系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
6967;专为实现最佳发动机机油冷却和润滑而设计的机油散热器。;Oil Radiator engineered for optimal engine oil cooling and lubrication.;3C0121345AP;Oil cooler;机油冷却器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
6968;专为高效发动机冷却和热管理而设计的水冷散热器。;Water Radiator designed for efficient engine cooling and thermal management.;VAS3300148;Radiator;散热器;Engine / Cooling System;发动机/冷却系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;散热器;heat sink;山东欣亿翔汽车零部件有限公司;SHANDONG XINYIXIANG AUTOMOTIVE PARTS CO.，LTD.;0158-63654999;https://www.sdxinyixiang.com/
6969;专为优化动力转向系统性能和延长使用寿命而设计的动力转向液。;Power Steering Fluid designed for optimal power steering system performance and longevity.;ATF 3;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6970;动力转向系统旨在增强转向控制和驾驶舒适性。;Power Steering designed for enhanced steering control and driver comfort.;3AB423050M;Power steering rack;转向助力齿条;Steering / Power Steering;转向/动力转向;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;转向拉杆;Steering tie rod;济南泽发共赢配件制造有限公司;JINAN ZEFA WIN WIN ACCESSORIES MANUFACTURING CO.，LTD.;0531-82886188;
6971;专为实现最佳液压制动系统性能和安全性而设计的制动液。;Brake Fluid designed for optimal hydraulic brake system performance and safety.;DOT 4;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6972;后刹车支撑设计旨在提供可靠的制动性能和安全性。;Rear Brake Support designed for reliable braking performance and safety.;1K0615123E;Rear brake caliper;后刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
6973;前刹车支撑设计旨在提供可靠的制动性能和安全性。;Front Brake Support designed for reliable braking performance and safety.;3AA611701A;Front brake caliper;前刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
6974;制动软管经过精心设计，可实现最佳制动液传输和系统完整性。;Brake Hose engineered for optimal brake fluid transfer and system integrity.; 2323GVF ;Brake hose;刹车软管;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
6975;连杆（稳定杆）旨在提高车辆的稳定性和操控性。;Link (Stabilizer Bar) designed for improved vehicle stability and handling.;1K0411315R ;Stabilizer link;稳定杆连接杆;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
6976;轮毂轴承的设计旨在实现车轮平稳旋转并减少摩擦。;Hub Bearing engineered for smooth wheel rotation and reduced friction.; 3C0407366B ;Wheel hub bearing;轮毂轴承;Suspension / Wheel Assembly;悬架/车轮组件;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6977;下部皮带轮的设计旨在提高附件驱动效率和发动机性能。;Lower Pulley designed for efficient accessory drive and engine performance.;3C0407365A;Lower ball joint;下球头;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
6978;左下摆臂的设计旨在实现精确的悬架控制和车辆操控。;Lower Left Arm designed for precise suspension control and vehicle handling.;3C0407151A;Lower left control arm;左下控制臂;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
6979;右下摆臂的设计旨在实现精确的悬架控制和车辆操控。;Lower Right Arm designed for precise suspension control and vehicle handling.;1K0511327AP;Lower right control arm;右下控制臂;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
6980;前后稳定杆橡胶件，旨在提高悬架性能和操控性。;Front and Rear Stabilizer Rubbers designed for improved suspension performance and handling.;JZW615601F;Front and rear stabilizer bushings;前后稳定杆胶套;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6981;后轮支撑盘（Aporn）设计用于提供可靠的制动性能和安全性。;Rear Support Disc (Aporn) designed for reliable braking performance and safety.;1K0615301AA ;Rear brake disc;后刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
6982;前轮支撑盘（Aporn）设计用于提供可靠的制动性能和安全性。;Front Support Disc (Aporn) designed for reliable braking performance and safety.; 3C0927903P;Front brake disc;前刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
6983;ABS传感器，设计用于精确检测车轮速度和实现防抱死制动系统功能。;ABS Sensor designed for accurate wheel speed detection and anti-lock braking system functionality.;03C907660M;ABS sensor;ABS传感器;Braking System / Sensors;制动系统/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6984;专为精确监测机油压力和保护发动机而设计的机油传感器。;Oil Sensor designed for accurate oil pressure monitoring and engine protection.;06J906262AA ;Oil pressure sensor;机油压力传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6985;催化器传感器，专为精确监测和控制尾气排放而设计。;Catalyst Sensor designed for precise exhaust emissions monitoring and control.;SS10773-12B1;Catalytic converter sensor;催化转换器传感器;Engine / Emission Sensors;发动机/排放传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6986;曲轴传感器，用于精确检测曲轴位置和发动机正时。;Crankshaft Sensor designed for accurate crankshaft position detection and engine timing.;03L957147A ;Crankshaft;曲轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6987;凸轮轴传感器，用于精确检测凸轮轴位置和发动机正时。;Camshaft Sensor designed for accurate camshaft position detection and engine timing.;03L957147A ;Camshaft;凸轮轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
6988;用于全面分析和故障排除的诊断工具。;Diagnostics for comprehensive vehicle system analysis and troubleshooting.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6989;车轮定位调整（外倾角）以实现最佳车辆操控性和轮胎磨损。;Wheel Alignment Adjustment (Camber) for optimal vehicle handling and tire wear.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6990;前减震器设计旨在提供卓越的乘坐舒适性和车辆稳定性。;Front Shock Absorber designed for superior ride comfort and vehicle stability.; 23110002R;Front shock absorber mount;前减震器胶垫;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
6991;后减震器，旨在实现最佳悬架性能和乘坐舒适性。;Rear Shock Absorber, designed for optimal suspension performance and ride comfort.;JZW413031A;Rear shock absorber;后减震器;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
6992;前减震器，专为提供卓越的操控性和车辆稳定性而设计。;Front Shock Absorber, engineered for superior handling and vehicle stability.;02E305051C;Front shock absorber;前减震器;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
6993;空调制冷剂，一种经过精确计量的制冷剂填充物，可实现最佳制冷效率。;Air Conditioner Refrigerant, a precisely measured refrigerant fill for optimal cooling efficiency.;R134A Xidmət;Air conditioning refrigerant (Freon);制冷剂;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6994;空调压缩机，OEM品质的替换件，确保空调可靠运行。;Air Conditioner Compressor, an OEM-quality replacement for reliable air conditioning operation.;1K0819644B;Air conditioning compressor;空调压缩机;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6995;空调空气过滤器，高效过滤器，确保清洁的气流和最佳的系统性能。;Air Conditioner Air Filter, a high-efficiency filter to ensure clean airflow and optimal system performance.;JZW698451G ;Air conditioning air filter;空调空气滤清器;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
6996;后刹车片套装，提供稳定的制动性能和更高的安全性。;Rear Brake Pad Set, providing consistent braking performance and enhanced safety.; JZW698151B ;Rear brake caliper;后制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
6997;前刹车片套装，旨在提供卓越的制动力并减少刹车衰减。;Front Brake Pad Set, designed for superior stopping power and reduced brake fade.;1K0199262M ;Front brake caliper;前制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
6998;发动机支架，一种精密配合的部件，用于隔离振动和提高发动机稳定性。;Engine Mount, a precision-fit component for vibration isolation and engine stability.;06H121605E;Engine mount;发动机支架;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;;#VALUE!;;;;
6999;发动机皮带，一款经久耐用的皮带，专为实现最佳发动机性能和延长使用寿命而设计。;Engine Belt, a durable belt engineered for optimal engine performance and longevity.; 07K905715F;Engine timing chain;发动机正时链条;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;皮带;belt;河北省巨鹿县东风内燃机配件厂;Hebei Province Julu County Dongfeng Internal Combustion Engine Parts Factory;0319-4333791;
7000;替换灯泡，高品质灯泡，可提高可见度和安全性。;Replacement Bulb, a high-quality bulb for enhanced visibility and safety.;06H905611;Ignition coil;点火线圈;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
7001;火花塞提供可靠的点火和最佳的发动机燃烧。;Spark Plug, providing reliable ignition and optimal engine combustion.; 1K0129620G ;Spark plug;火花塞;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Passat;帕萨特;2 012,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
7002;ABS传感器，确保准确检测车轮速度并实现防抱死制动功能。;ABS Sensor, ensuring accurate wheel speed detection and anti-lock braking function.;23606005;ABS sensor;ABS传感器;Braking System / Sensors;制动系统/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7003;机油传感器，设计用于精确监测机油压力和保护发动机。;Oil Sensor, designed for accurate oil pressure monitoring and engine protection.;04L919081B;Oil pressure sensor;机油压力传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7004;催化剂传感器，专为精确控制排放和提高催化转化器效率而设计。;Catalyst Sensor, engineered for precise emissions control and catalytic converter efficiency.;03N906081D;Catalytic converter sensor;催化转换器传感器;Engine / Emission Sensors;发动机/排放传感器;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7005;曲轴位置传感器是保证发动机精确正时和性能的关键部件。;Crankshaft Sensor, a critical component for accurate engine timing and performance.;04L906433B;Crankshaft;曲轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7006;凸轮轴传感器，提供精确的发动机正时信息，以实现最佳性能。;Camshaft Sensor, providing precise engine timing information for optimal performance.;05E907601D;Camshaft;凸轮轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
7007;诊断服务，是对车辆系统进行全面评估以排除故障。;Diagnostic Service, a comprehensive assessment of vehicle systems for troubleshooting.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7008;车轮定位调整，优化车轮定位，以增强操控性和减少轮胎磨损。;Wheel Alignment Adjustment, optimizing wheel alignment for enhanced handling and tire wear.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7009;前减震器，专为提供卓越的操控性和车辆稳定性而设计。;Front Shock Absorber, engineered for superior handling and vehicle stability.;7E0412331A;Front shock absorber mount;前减震器胶垫;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
7010;后减震器，旨在实现最佳悬架性能和乘坐舒适性。;Rear Shock Absorber, designed for optimal suspension performance and ride comfort.;7LA513045;Rear shock absorber;后减震器;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
7011;前减震器，专为提供卓越的操控性和车辆稳定性而设计。;Front Shock Absorber, engineered for superior handling and vehicle stability.;7LA413031H;Front shock absorber;前减震器;Suspension;暂停;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
7012;空调制冷剂，一种经过精确计量的制冷剂填充物，可实现最佳制冷效率。;Air Conditioner Refrigerant, a precisely measured refrigerant fill for optimal cooling efficiency.;R134A Xidmət;Air conditioning refrigerant (Freon);制冷剂;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7013;空调压缩机，OEM品质的替换件，确保空调可靠运行。;Air Conditioner Compressor, an OEM-quality replacement for reliable air conditioning operation.;3Q0816803B;Air conditioning compressor;空调压缩机;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7014;空调空气过滤器，高效过滤器，确保清洁的气流和最佳的系统性能。;Air Conditioner Air Filter, a high-efficiency filter to ensure clean airflow and optimal system performance.;7E0819631;Air conditioning air filter;空调空气滤清器;Air Conditioning;空调;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
7015;后刹车片套装，提供稳定的制动性能和更高的安全性。;Rear Brake Pad Set, providing consistent braking performance and enhanced safety.;7LA698151;Rear brake caliper;后制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
7016;前刹车片套装，旨在提供卓越的制动力并减少刹车衰减。;Front Brake Pad Set, designed for superior stopping power and reduced brake fade.;7LA698151A;Front brake caliper;前制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
7017;发动机支架，一种精密配合的部件，用于隔离振动和提高发动机稳定性。;Engine Mount, a precision-fit component for vibration isolation and engine stability.;7E0199256J;Engine mount;发动机支架;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7018;发动机皮带，一款经久耐用的皮带，专为实现最佳发动机性能和延长使用寿命而设计。;Engine Belt, a durable belt engineered for optimal engine performance and longevity.;04L109119F;Engine timing chain;发动机正时链条;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;皮带;belt;河北省巨鹿县东风内燃机配件厂;Hebei Province Julu County Dongfeng Internal Combustion Engine Parts Factory;0319-4333791;
7019;替换灯泡，高品质灯泡，可提高可见度和安全性。;Replacement Bulb, a high-quality bulb for enhanced visibility and safety.;04L130277BE;Ignition coil;点火线圈;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
7020;火花塞提供可靠的点火和最佳的发动机燃烧。;Spark Plug, providing reliable ignition and optimal engine combustion.;S0007;Spark plug;火花塞;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
7021;空气滤清器，一种高效部件，可实现最佳发动机性能和空气过滤。;Air Filter, a high-efficiency component for optimal engine performance and air filtration.;450906467;Air filter;空气滤清器;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
7022;燃油滤清器，一种精密设计的部件，可有效过滤燃油并保护发动机。;Fuel Filter, a precision-engineered part for effective fuel filtration and engine protection.;0450906467 ;Fuel filter;燃油滤清器;Fuel System;燃油系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
7023;变速箱油，一种专为平稳换挡和延长变速箱寿命而设计的高级润滑油。;Gearbox Oil, a premium lubricant designed for smooth gear shifting and transmission longevity.;ATF DSG;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7024;冷却液（防冻液），一种抑制腐蚀的液体，用于优化发动机温度调节。;Coolant (Antifreeze), a corrosion-inhibiting fluid for optimal engine temperature regulation.;Antifreeze -56 3L;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7025;发动机机油滤清器，OEM品质的替代品，可提供卓越的发动机保护和机油过滤效果。;Engine Oil Filter, an OEM-quality replacement for superior engine protection and oil filtration.;F026407023;Oil filter;机油滤清器;Engine;引擎;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
7026;发动机油，一种高性能润滑剂，可减少摩擦并延长发动机寿命。;Engine Oil, a high-performance lubricant for reduced friction and extended engine life.;5x30;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Volkswagen;大众汽车;Transporter;运输车;2 017,00;;#VALUE!;;;;
7027;右前内挡泥板，是用于保护轮舱和提高空气动力学效率的耐用部件。;Front Right Inner Fender, a durable component for wheel well protection and aerodynamic efficiency.;6Q0498099G;Front right CV joint;右前等速万向节;Drivetrain;传动系统;China;中国;新的;New;Original;Volkswagen;大众汽车;Polo;马球;2 014,00;球笼;ball cage;瑞安市凯业汽车零部件有限公司;Ruian Kaiye Auto Parts Co., Ltd.;86-0577-65361965;http://www.ruiankaiye.com/
